Crop,Week,Temp_C,Humidity_RH,pH_Water,N_ppm,P_ppm,K_ppm,EC_Target
pak_choi,3,20.52,47.05,5.7,167.44,58.72,247.44,0.913
lettuce,7,12.07,48.37,7.83,148.09,47.04,184.09,0.731
cilantro,2,14.62,57.2,6.27,84.96,31.98,105.96,0.43
bean,2,23.21,36.7,6.18,105.85,34.93,105.85,0.476
mint,3,15.4,58.25,5.54,196.51,53.26,226.51,0.919
eggplant,11,17.05,37.08,7.21,153.32,63.16,315.32,1.026
cucumber,2,20.14,65.34,4.99,105.46,35.73,130.96,0.525
pepper,11,24.64,82.68,7.57,128.71,47.36,264.71,0.85
spinach,6,33.66,78.5,5.36,150.89,50.54,209.0,0.792
basil,6,28.62,50.79,5.7,145.43,38.37,174.88,0.692
arugula,1,16.93,69.81,6.11,96.78,28.39,116.78,0.467
zucchini,8,34.35,61.09,6.07,139.77,45.6,236.91,0.814
pepper,9,26.84,73.2,7.03,153.48,56.74,313.48,1.01
spinach,6,9.63,49.34,6.82,180.7,58.85,254.2,0.952
cucumber,2,21.93,49.0,5.01,114.63,37.32,144.63,0.572
eggplant,2,22.53,81.12,6.42,115.22,47.61,145.22,0.594
melon,6,20.23,63.88,6.21,154.09,67.05,374.09,1.148
arugula,5,29.07,50.38,7.74,129.4,31.98,162.11,0.624
cilantro,1,13.56,35.39,5.59,85.66,33.33,104.66,0.431
zucchini,4,23.99,66.07,5.71,182.45,61.23,302.45,1.053
lettuce,6,25.17,74.77,6.31,157.6,48.8,197.6,0.779
lettuce,3,31.74,55.74,5.59,141.38,44.06,176.9,0.699
spinach,1,25.77,50.44,5.62,93.23,26.61,113.23,0.449
bean,5,16.75,60.46,6.29,134.45,47.22,194.45,0.725
pak_choi,3,19.84,57.91,7.82,135.12,46.31,203.12,0.742
eggplant,10,18.76,43.85,6.15,170.68,70.34,350.68,1.141
cilantro,4,15.33,47.17,5.93,134.6,37.3,174.6,0.668
eggplant,3,21.04,63.69,6.96,118.2,49.1,148.2,0.608
pak_choi,4,16.99,47.6,5.1,156.6,53.3,236.6,0.861
melon,5,14.05,51.78,6.1,170.78,74.89,401.78,1.249
basil,7,35.03,43.06,4.98,97.21,26.24,116.39,0.463
cucumber,12,21.45,71.99,6.17,200.19,70.09,350.19,1.197
pepper,13,18.5,48.85,7.92,137.67,51.83,273.67,0.893
bean,7,34.71,69.14,7.31,117.75,42.9,165.67,0.629
strawberry,4,18.95,28.38,6.12,74.92,32.96,101.92,0.405
melon,7,35.83,79.07,6.7,122.27,53.49,290.6,0.899
arugula,5,13.18,65.7,4.77,141.86,34.93,177.86,0.684
arugula,3,33.4,46.18,5.45,132.06,32.51,165.58,0.637
zucchini,6,22.26,87.1,5.62,188.01,64.01,308.01,1.08
zucchini,1,21.0,23.93,6.19,119.22,46.11,146.22,0.601
lettuce,2,19.2,78.75,6.36,95.49,32.74,105.49,0.451
pak_choi,1,33.44,54.71,6.92,86.82,35.04,103.55,0.435
basil,2,19.57,78.53,6.63,95.59,27.79,95.59,0.422
basil,8,19.73,63.34,6.02,142.32,36.16,172.32,0.677
tomato,3,20.41,63.86,6.49,120.68,50.34,150.68,0.62
zucchini,2,17.96,78.69,5.46,125.17,47.58,155.17,0.632
arugula,1,13.49,66.03,7.42,102.01,30.0,123.01,0.492
strawberry,2,21.52,72.43,4.72,79.61,35.56,105.11,0.425
arugula,2,24.82,43.8,5.93,104.37,32.18,124.37,0.503
cilantro,1,29.91,87.32,6.79,73.55,27.35,92.41,0.373
bean,4,21.96,64.71,5.53,139.97,49.98,199.97,0.752
spinach,6,24.64,76.32,7.34,183.04,61.52,253.04,0.96
spinach,1,22.38,58.1,5.92,99.89,29.95,119.89,0.482
zucchini,1,28.5,48.98,4.71,109.17,42.06,134.22,0.551
zucchini,1,34.7,40.2,6.28,112.6,44.31,136.57,0.566
melon,1,19.84,53.77,6.07,141.16,50.58,181.16,0.719
eggplant,10,22.84,78.05,6.64,169.78,69.89,349.78,1.137
arugula,1,21.01,64.56,5.44,101.76,30.88,121.76,0.491
mint,5,30.31,91.1,6.23,180.25,48.24,208.17,0.842
spinach,1,25.86,56.05,6.48,98.21,29.1,118.21,0.474
strawberry,20,23.2,54.47,6.32,107.04,48.52,207.04,0.699
eggplant,13,26.23,77.1,5.5,161.37,65.68,341.37,1.096
cucumber,5,25.75,51.43,6.14,203.98,71.99,353.98,1.215
arugula,3,30.17,78.69,6.54,155.31,40.26,192.7,0.749
bean,2,23.16,51.48,5.34,120.32,40.16,120.32,0.542
bean,2,10.0,63.32,6.94,126.04,42.02,126.04,0.567
zucchini,1,20.94,44.07,6.47,133.87,51.94,163.87,0.674
strawberry,9,23.94,41.0,6.7,108.5,49.25,208.5,0.706
melon,12,29.53,70.26,6.68,148.11,64.51,358.01,1.101
cucumber,5,24.3,47.51,7.22,196.96,68.48,346.96,1.181
arugula,3,19.67,32.71,5.68,141.98,34.99,177.98,0.685
cilantro,2,30.35,49.9,5.78,75.5,28.45,94.09,0.382
pak_choi,6,13.45,43.28,5.81,182.02,64.76,266.02,0.989
zucchini,4,34.66,34.86,6.99,125.94,41.97,209.97,0.729
arugula,5,21.26,77.0,6.44,164.25,42.12,204.25,0.792
tomato,10,18.15,69.65,4.7,144.69,68.1,323.19,1.034
spinach,2,26.13,55.92,6.44,101.62,30.81,121.62,0.49
eggplant,15,27.35,56.55,3.8,144.65,59.57,297.65,0.968
zucchini,10,21.58,67.21,6.57,187.4,63.7,307.4,1.077
eggplant,10,19.66,34.2,5.41,156.45,64.73,318.45,1.041
bean,8,20.56,49.5,6.87,135.45,47.72,195.45,0.73
mint,2,24.48,71.31,6.91,98.75,29.38,98.75,0.438
eggplant,2,22.31,63.54,5.45,120.51,50.26,150.51,0.62
pepper,1,18.74,32.46,7.24,113.8,38.9,131.8,0.549
arugula,3,21.23,52.56,5.47,168.3,44.15,208.3,0.811
eggplant,8,26.28,55.12,4.96,148.17,61.34,301.17,0.985
spinach,1,22.05,78.5,6.77,96.75,28.37,116.75,0.466
pepper,4,20.62,69.64,6.41,179.34,49.67,239.34,0.903
basil,3,20.4,67.06,6.25,154.42,42.21,184.42,0.735
pepper,13,25.07,71.34,7.27,169.74,64.87,329.74,1.088
bean,4,21.52,56.56,6.6,140.93,50.46,200.93,0.757
pepper,12,31.65,49.25,6.97,146.66,55.52,289.14,0.948
eggplant,13,24.6,61.46,6.67,182.47,76.24,362.47,1.198
melon,10,29.68,68.42,6.78,146.49,63.75,355.4,1.091
basil,7,25.07,41.63,5.39,155.22,42.61,185.22,0.739
cilantro,6,25.1,58.77,6.08,129.05,34.52,169.05,0.641
basil,2,22.37,62.39,5.7,103.69,31.85,103.69,0.461
pak_choi,5,20.31,74.07,6.87,164.81,57.41,244.81,0.901
cilantro,5,31.69,41.98,5.8,120.46,33.55,156.03,0.598
pepper,1,25.58,72.14,6.5,126.77,43.39,146.77,0.611
tomato,16,29.66,68.16,6.32,161.54,76.02,361.08,1.155
cucumber,8,19.62,80.0,6.45,195.41,67.71,345.41,1.174
basil,2,26.18,51.18,5.19,101.89,30.94,101.89,0.453
eggplant,5,9.75,71.69,8.28,162.69,67.85,324.69,1.071
bean,7,18.11,65.94,7.1,148.14,54.07,208.14,0.791
basil,7,23.14,81.0,6.72,154.58,42.29,184.58,0.736
pak_choi,4,34.9,84.83,4.65,106.39,37.12,157.83,0.581
basil,6,21.82,68.08,6.32,156.93,43.47,186.93,0.747
spinach,6,22.68,78.12,5.17,173.16,56.58,243.16,0.912
basil,6,26.0,32.46,5.25,126.75,31.87,153.75,0.602
zucchini,10,24.46,51.89,5.36,175.86,57.93,295.86,1.021
pak_choi,3,16.66,53.71,5.8,161.56,55.78,241.56,0.885
pak_choi,1,24.89,99.15,6.27,103.44,41.72,123.44,0.518
cilantro,5,24.9,72.69,5.97,129.18,34.59,169.18,0.642
eggplant,4,17.31,46.28,5.25,115.11,47.56,145.11,0.594
arugula,2,26.4,63.33,6.28,94.42,27.21,114.42,0.455
cucumber,11,29.51,35.93,7.25,166.42,57.57,294.63,1.0
cucumber,10,23.06,61.59,5.28,196.42,68.21,346.42,1.178
eggplant,2,29.0,32.78,7.6,90.32,37.96,111.92,0.463
tomato,4,25.96,57.05,6.54,189.79,54.89,269.79,0.992
pepper,11,33.12,61.68,6.74,136.99,51.56,272.41,0.889
mint,6,19.5,42.57,5.81,193.15,51.58,223.15,0.902
lettuce,4,21.57,39.39,5.03,152.99,49.5,188.99,0.755
pepper,10,26.15,80.97,6.84,149.43,54.71,309.43,0.99
melon,9,17.66,81.27,6.51,161.47,70.74,381.47,1.184
cucumber,12,19.02,36.35,5.3,175.31,60.66,310.31,1.054
spinach,6,32.8,10.0,6.06,138.23,46.44,191.15,0.725
mint,4,25.51,42.43,6.89,190.99,50.5,220.99,0.892
zucchini,3,16.82,14.53,7.47,158.33,52.17,266.33,0.92
basil,8,34.92,50.3,4.66,96.23,25.63,115.5,0.458
pak_choi,4,26.01,67.07,7.09,168.7,59.35,248.7,0.919
cilantro,4,27.39,75.66,8.01,118.42,33.71,152.42,0.587
pak_choi,6,13.12,67.26,6.91,176.16,61.83,260.16,0.961
cilantro,2,21.55,59.03,6.35,78.9,29.45,98.9,0.4
spinach,4,25.52,87.49,4.26,141.92,45.46,201.42,0.75
melon,11,20.51,40.93,4.31,139.76,61.38,326.76,1.018
pepper,3,25.47,30.77,6.79,106.23,35.12,124.23,0.512
bean,3,24.61,63.88,6.1,138.3,49.15,198.3,0.744
basil,5,32.1,65.35,7.99,108.61,28.86,130.42,0.517
pepper,9,24.35,50.08,5.67,160.51,60.26,320.51,1.044
strawberry,19,15.13,74.89,4.76,86.0,38.75,171.0,0.57
basil,2,39.22,77.92,6.57,64.83,19.15,64.83,0.287
pak_choi,4,19.7,49.06,7.25,164.98,57.49,244.98,0.902
zucchini,1,23.36,76.18,6.71,131.8,50.9,161.8,0.664
mint,8,16.11,33.41,7.2,171.85,45.43,198.85,0.803
pak_choi,2,20.7,64.42,6.57,100.23,40.11,120.23,0.503
tomato,10,29.34,84.15,7.43,165.25,77.83,366.81,1.176
zucchini,10,36.27,51.59,7.75,118.92,41.41,191.15,0.678
melon,6,23.74,70.2,6.07,158.94,69.47,378.94,1.171
mint,7,38.61,82.6,5.7,127.36,33.0,147.81,0.594
basil,5,6.69,71.18,6.81,152.25,39.37,183.75,0.724
zucchini,4,21.74,79.79,6.82,176.39,58.2,296.39,1.024
spinach,4,11.06,54.15,6.14,190.47,63.73,263.97,0.999
basil,6,17.59,66.09,6.86,143.44,36.72,173.44,0.682
zucchini,9,17.85,54.25,7.0,177.23,58.61,297.23,1.028
arugula,3,21.81,50.12,7.11,153.58,36.79,193.58,0.74
lettuce,5,12.35,78.77,6.05,172.36,54.68,214.36,0.851
strawberry,4,30.37,96.48,7.86,68.51,30.36,91.88,0.368
tomato,4,24.56,52.94,6.13,203.68,61.84,283.68,1.059
cilantro,6,33.71,41.5,7.11,114.79,32.53,147.94,0.569
lettuce,2,29.99,74.68,4.06,80.89,28.59,88.8,0.382
pepper,7,18.44,44.16,6.77,161.3,60.65,321.3,1.048
cucumber,12,30.33,94.01,7.31,189.13,66.66,328.64,1.127
cilantro,5,28.26,57.0,7.2,135.09,37.78,174.78,0.67
zucchini,4,20.02,43.9,6.22,186.33,63.16,306.33,1.072
strawberry,2,26.43,70.55,6.6,83.7,36.85,113.7,0.452
lettuce,5,19.14,71.81,6.35,161.47,50.74,201.47,0.798
melon,10,23.79,36.85,5.2,142.79,62.39,340.79,1.053
lettuce,7,22.99,89.64,6.5,165.87,52.94,205.87,0.819
pepper,9,36.9,56.51,6.66,121.74,46.21,239.02,0.785
tomato,2,29.66,56.4,5.38,114.24,47.62,142.75,0.587
pepper,2,22.06,68.5,5.89,121.27,40.64,141.27,0.585
eggplant,2,17.65,47.29,5.69,113.4,46.7,143.4,0.585
zucchini,9,18.66,69.4,7.36,177.54,58.77,297.54,1.03
tomato,7,22.3,63.66,5.9,202.18,61.09,282.18,1.052
spinach,2,23.31,62.73,6.5,103.21,31.61,123.21,0.498
basil,5,24.36,51.86,5.82,152.75,41.37,182.75,0.727
mint,10,19.19,72.25,7.06,194.26,52.13,224.26,0.908
eggplant,10,29.14,35.63,5.83,152.72,63.37,308.57,1.012
pepper,10,23.12,78.82,6.59,152.6,56.3,312.6,1.006
melon,1,25.2,75.89,7.62,111.08,38.54,145.08,0.568
strawberry,5,22.54,59.01,6.94,115.97,52.99,215.97,0.742
cucumber,9,29.83,40.11,4.84,161.01,56.65,280.27,0.96
zucchini,3,26.53,67.57,6.19,187.98,63.99,307.98,1.08
arugula,1,21.33,61.65,6.09,96.52,28.26,116.52,0.465
basil,4,19.34,58.26,5.95,145.56,37.78,175.56,0.692
mint,9,16.15,43.24,5.93,191.72,50.86,221.72,0.895
arugula,5,20.07,36.13,5.98,151.19,39.59,187.19,0.729
melon,3,22.42,64.08,6.28,138.62,49.31,178.62,0.707
arugula,4,22.76,79.54,7.57,136.92,34.46,170.92,0.66
tomato,10,22.57,67.98,6.34,163.03,76.52,373.03,1.181
arugula,5,27.52,83.48,6.07,168.53,44.26,208.53,0.813
basil,4,23.0,57.11,5.27,152.78,41.39,182.78,0.727
melon,6,30.79,49.34,7.92,123.53,54.1,292.11,0.906
pepper,9,21.19,83.61,6.07,154.68,57.34,314.68,1.016
zucchini,10,17.35,39.54,4.92,137.3,46.15,227.3,0.792
lettuce,3,29.63,55.89,6.24,151.43,47.18,189.47,0.748
mint,9,37.68,64.81,5.67,133.68,34.91,154.97,0.624
cucumber,3,23.28,47.57,6.98,204.19,72.09,354.19,1.216
tomato,11,23.71,70.44,6.32,171.83,80.91,381.83,1.224
zucchini,3,31.76,45.28,6.53,165.34,56.05,271.8,0.951
strawberry,16,24.56,63.29,6.07,106.12,48.06,206.12,0.695
tomato,16,25.53,53.47,5.7,168.48,79.24,378.48,1.208
zucchini,7,26.06,47.2,6.87,183.92,61.96,303.92,1.06
pak_choi,5,17.19,66.2,6.73,174.52,62.26,254.52,0.948
cilantro,4,22.88,74.73,6.26,140.07,40.04,180.07,0.695
cucumber,6,33.7,81.63,5.83,169.58,59.92,293.93,1.009
tomato,15,24.85,63.73,4.97,146.34,68.92,324.84,1.042
cucumber,1,24.0,57.9,6.7,116.91,38.45,146.91,0.583
cucumber,9,17.04,78.86,5.51,207.74,73.87,357.74,1.233
mint,1,16.21,36.33,4.78,74.16,22.08,74.16,0.329
melon,2,17.3,49.8,5.57,133.31,46.66,173.31,0.681
zucchini,4,23.19,68.44,7.1,179.78,59.89,299.78,1.04
mint,10,28.18,42.65,6.07,195.47,52.98,225.3,0.914
cucumber,8,30.04,65.58,6.92,193.98,68.83,334.8,1.153
pepper,10,21.38,43.42,6.59,170.59,65.3,330.59,1.092
lettuce,2,25.59,60.92,4.08,87.33,30.92,95.83,0.413
zucchini,6,24.7,43.35,6.81,176.89,58.44,296.89,1.026
bean,5,25.46,69.94,8.18,125.14,45.57,176.14,0.669
tomato,7,24.95,62.07,4.92,170.5,51.25,238.5,0.888
spinach,1,20.52,50.2,8.4,85.65,25.83,102.65,0.413
eggplant,10,17.74,57.49,6.65,169.79,69.89,349.79,1.137
strawberry,1,24.66,47.38,5.95,89.51,39.76,119.51,0.48
basil,5,31.21,49.18,4.97,113.59,30.41,136.2,0.54
pak_choi,6,17.64,48.66,5.6,164.26,57.13,244.26,0.898
arugula,3,14.17,72.21,6.79,161.17,38.59,203.17,0.777
mint,3,28.07,71.34,7.11,189.28,49.73,219.22,0.884
mint,3,20.42,82.37,6.27,195.04,52.52,225.04,0.911
eggplant,5,35.77,79.12,5.69,138.88,57.94,276.92,0.914
strawberry,19,19.18,59.6,8.07,98.03,44.77,183.03,0.628
zucchini,5,23.23,55.94,5.92,179.13,59.57,299.13,1.037
melon,10,24.62,65.16,4.55,145.07,64.04,332.07,1.044
strawberry,7,30.71,57.69,6.28,106.45,48.63,198.32,0.682
spinach,5,20.72,44.89,5.99,181.25,60.62,251.25,0.951
cucumber,8,23.27,51.83,6.0,202.82,71.41,352.82,1.209
basil,2,18.76,48.26,7.0,101.21,30.61,101.21,0.449
basil,4,26.04,83.79,6.46,140.52,35.26,170.52,0.668
strawberry,19,26.23,68.77,6.65,105.48,47.74,205.48,0.692
pepper,13,27.32,52.11,6.76,165.59,62.8,325.59,1.068
cucumber,3,26.98,54.89,6.19,200.37,70.19,350.37,1.198
arugula,3,26.87,55.27,5.46,159.63,39.81,199.63,0.77
mint,1,25.57,56.99,6.15,100.28,30.14,100.28,0.445
eggplant,10,26.01,81.04,5.34,172.98,71.49,352.98,1.152
strawberry,5,26.41,72.06,5.58,99.21,44.61,199.21,0.662
spinach,2,26.98,54.46,6.71,99.79,29.89,119.79,0.481
bean,4,18.51,85.94,7.44,145.31,52.65,205.31,0.778
basil,3,35.5,41.47,5.76,116.61,31.18,139.86,0.555
zucchini,10,27.29,66.95,6.37,178.55,59.28,298.55,1.034
basil,1,17.28,17.66,4.85,75.47,22.74,75.47,0.335
melon,2,25.72,57.91,7.0,142.06,51.03,182.06,0.724
basil,1,19.15,46.55,6.46,92.51,26.26,92.51,0.407
pepper,8,22.71,79.54,7.44,164.8,62.4,324.8,1.065
zucchini,9,20.09,65.31,6.01,187.16,63.58,307.16,1.076
basil,8,28.33,37.19,6.26,132.22,34.96,158.92,0.629
pepper,14,36.25,56.64,5.28,120.91,45.4,241.31,0.786
bean,2,22.81,73.89,5.56,123.56,41.78,123.56,0.557
eggplant,14,25.15,36.56,5.9,152.49,62.74,314.49,1.022
melon,4,21.63,66.46,6.9,156.35,68.17,376.35,1.159
lettuce,7,32.63,35.49,5.09,128.8,41.57,159.24,0.636
zucchini,8,23.6,58.18,5.61,178.93,59.47,298.93,1.036
strawberry,12,19.51,65.36,4.84,85.99,38.74,170.99,0.57
zucchini,10,25.44,47.03,7.89,150.32,49.66,252.32,0.872
lettuce,6,17.01,43.25,5.56,157.67,48.83,197.67,0.779
spinach,1,20.16,43.35,7.12,96.31,28.15,116.31,0.464
lettuce,7,23.76,41.98,5.87,163.61,51.8,203.61,0.808
pak_choi,1,5.0,51.49,7.13,106.88,42.94,127.88,0.536
basil,6,26.6,73.81,4.53,117.77,29.13,143.27,0.56
tomato,9,28.09,45.48,7.32,173.53,81.78,382.96,1.231
basil,2,26.89,59.89,4.95,85.51,25.75,85.51,0.379
eggplant,11,24.42,58.72,6.97,176.6,73.3,356.6,1.17
zucchini,3,33.16,59.32,6.42,155.3,52.29,256.72,0.895
mint,10,17.74,55.79,5.83,193.76,51.88,223.76,0.905
eggplant,2,21.78,69.72,7.94,106.26,44.63,131.76,0.545
melon,4,20.96,48.57,5.53,157.39,68.7,377.39,1.164
cilantro,4,26.98,61.35,5.1,144.59,42.3,184.59,0.716
eggplant,12,27.41,34.42,5.4,155.34,64.17,317.34,1.035
spinach,4,27.49,52.31,6.55,176.24,58.12,246.24,0.927
arugula,4,28.37,74.07,6.11,165.09,42.99,204.65,0.796
mint,8,20.82,65.73,7.41,188.62,49.31,218.62,0.88
lettuce,6,40.0,53.57,6.14,102.61,32.11,128.21,0.507
pepper,9,17.58,40.65,6.23,150.45,55.22,310.45,0.995
tomato,12,13.76,34.61,5.65,155.33,72.92,354.83,1.125
pak_choi,2,30.89,56.25,6.84,91.31,36.52,109.58,0.458
pepper,7,21.74,53.65,6.38,161.0,60.5,321.0,1.046
bean,1,25.59,33.98,6.88,105.72,34.86,105.72,0.475
eggplant,15,23.57,42.64,6.22,181.55,75.78,361.55,1.194
zucchini,2,16.65,56.48,7.02,138.13,54.07,168.13,0.695
lettuce,7,23.55,56.61,6.03,162.68,51.34,202.68,0.804
pak_choi,3,20.57,51.49,6.44,171.13,60.56,251.13,0.931
lettuce,5,20.29,76.23,5.67,151.69,45.84,191.69,0.751
melon,9,6.45,51.5,6.49,172.17,75.58,403.17,1.255
spinach,1,20.99,59.66,7.64,75.04,20.52,92.04,0.362
eggplant,9,29.98,71.31,6.47,159.66,65.72,328.96,1.069
tomato,7,18.82,64.76,5.28,193.78,56.89,273.78,1.011
spinach,5,31.18,50.17,5.46,164.19,54.96,227.51,0.861
arugula,5,25.17,51.35,5.66,163.49,41.74,203.49,0.788
melon,12,26.76,45.17,7.06,164.21,72.1,384.21,1.197
cucumber,4,29.87,45.03,4.73,169.15,60.76,288.23,0.999
cilantro,6,26.75,59.18,6.26,138.07,39.03,178.07,0.685
lettuce,7,25.98,71.0,6.36,162.4,51.2,202.4,0.802
spinach,6,32.92,78.62,6.55,156.12,52.49,215.78,0.818
pak_choi,3,15.31,66.82,6.64,175.56,62.78,255.56,0.953
zucchini,9,17.09,60.94,5.55,185.32,62.66,305.32,1.067
pak_choi,5,26.44,61.74,4.96,142.23,49.86,210.23,0.776
spinach,4,18.18,53.79,5.97,179.6,59.8,249.6,0.943
arugula,4,16.38,35.42,6.61,147.96,37.98,183.96,0.713
spinach,5,22.63,58.69,6.06,177.15,58.58,247.15,0.931
cucumber,5,20.48,46.02,7.11,199.85,69.93,349.85,1.195
pak_choi,4,19.19,54.79,6.15,170.99,60.5,250.99,0.93
pak_choi,2,29.6,32.98,4.98,75.56,30.76,89.6,0.378
cucumber,3,33.91,42.29,5.6,171.06,60.85,294.47,1.015
strawberry,8,36.04,44.68,6.08,74.19,33.3,150.07,0.497
eggplant,2,24.5,58.65,4.6,105.82,44.41,131.32,0.543
pak_choi,5,23.38,39.82,5.62,149.89,52.45,221.89,0.818
pepper,4,15.36,52.67,6.33,178.2,49.1,238.2,0.898
pepper,5,39.25,64.78,6.28,115.31,31.15,155.06,0.582
tomato,12,40.0,44.48,5.35,112.3,52.95,246.7,0.794
lettuce,3,20.29,60.21,6.28,158.94,49.47,198.94,0.786
pak_choi,2,29.46,35.93,5.9,76.08,29.48,93.21,0.383
spinach,5,28.88,75.22,8.14,151.05,50.82,208.7,0.792
spinach,3,18.21,51.36,5.49,184.89,62.45,254.89,0.969
zucchini,8,10.76,59.65,6.68,189.15,63.08,315.15,1.094
basil,5,27.99,76.58,5.35,143.24,36.62,173.24,0.681
pak_choi,5,20.31,65.11,7.0,183.68,66.84,263.68,0.992
tomato,3,24.94,61.2,4.05,97.96,40.48,123.46,0.505
cucumber,1,18.54,81.11,5.13,118.36,39.18,148.36,0.59
lettuce,6,24.22,71.02,5.95,156.17,48.09,196.17,0.772
spinach,1,15.0,74.35,6.45,100.74,30.37,120.74,0.486
pepper,3,21.78,17.96,5.83,112.57,38.29,130.57,0.543
cucumber,7,21.98,56.65,6.35,199.55,69.78,349.55,1.194
tomato,14,24.91,47.25,7.11,169.43,79.72,379.43,1.212
pepper,1,28.8,65.6,6.33,114.5,37.73,134.02,0.552
cucumber,2,31.89,52.56,6.41,99.94,32.31,126.44,0.499
arugula,2,25.09,75.34,5.41,94.33,27.17,114.33,0.455
mint,2,24.95,60.62,5.94,101.02,30.51,101.02,0.448
melon,1,29.3,47.2,6.38,138.89,50.22,177.33,0.707
spinach,4,29.42,46.9,7.01,178.76,60.66,245.77,0.936
mint,10,10.0,55.77,6.66,203.63,54.56,235.13,0.951
cilantro,6,30.68,81.68,5.6,127.44,36.13,164.23,0.632
tomato,16,16.97,63.13,6.63,168.78,79.39,378.78,1.209
spinach,4,16.02,73.7,4.68,158.17,53.58,217.67,0.828
strawberry,17,35.47,53.58,5.96,94.29,43.26,171.88,0.597
arugula,4,9.7,72.47,7.32,168.07,42.03,210.07,0.81
basil,8,12.09,79.82,5.78,165.46,45.98,196.96,0.788
spinach,2,21.65,68.39,5.92,95.28,27.64,115.28,0.459
eggplant,4,31.56,71.37,5.97,116.08,49.11,142.88,0.594
arugula,3,29.09,54.73,5.3,155.59,39.1,194.28,0.75
strawberry,15,22.37,94.55,6.59,110.6,50.3,210.6,0.716
cilantro,3,26.77,71.05,6.5,132.28,36.14,172.28,0.657
strawberry,11,30.2,30.62,5.01,90.94,41.3,174.34,0.591
zucchini,9,12.17,43.57,4.58,171.13,58.57,279.13,0.981
cucumber,1,22.06,60.94,6.46,118.93,39.46,148.93,0.593
tomato,13,15.03,38.93,6.36,147.84,69.42,336.84,1.069
eggplant,10,21.81,44.62,5.07,168.78,69.39,348.78,1.132
bean,4,16.6,65.16,5.71,135.37,47.69,195.37,0.73
melon,7,22.33,52.08,6.27,147.5,63.75,367.5,1.116
zucchini,3,37.0,31.39,4.82,85.82,28.51,143.42,0.497
zucchini,7,18.55,65.64,5.78,172.63,56.31,292.63,1.006
pak_choi,5,24.45,85.72,6.54,175.12,62.56,255.12,0.95
zucchini,10,28.24,27.03,4.66,128.78,42.11,217.92,0.75
strawberry,20,35.64,39.12,6.87,75.04,34.17,142.12,0.485
basil,3,21.33,67.29,4.59,129.75,35.12,155.25,0.617
spinach,4,23.67,36.2,5.84,157.4,51.7,220.4,0.828
pepper,2,31.66,62.16,5.25,106.73,35.56,124.54,0.515
eggplant,12,25.88,73.88,5.87,162.48,66.24,342.48,1.102
bean,2,20.65,59.91,5.29,118.53,39.27,118.53,0.533
strawberry,11,17.33,57.08,5.58,114.93,52.47,214.93,0.737
lettuce,3,16.35,46.13,7.11,168.76,54.38,208.76,0.833
bean,6,25.95,61.45,6.24,143.75,51.88,203.75,0.77
eggplant,8,33.18,58.07,6.51,147.59,61.13,299.62,0.98
lettuce,4,24.42,48.09,7.38,155.86,47.93,195.86,0.771
arugula,1,21.9,60.26,5.04,97.96,28.98,117.96,0.472
bean,8,23.29,71.11,5.12,143.54,51.77,203.54,0.769
arugula,5,10.2,63.03,6.5,177.37,46.68,219.37,0.855
cucumber,6,25.11,34.34,7.82,148.6,51.8,261.1,0.89
pepper,5,31.12,56.47,5.39,163.42,45.45,217.8,0.823
mint,2,37.87,65.4,6.57,74.16,23.0,74.16,0.33
pak_choi,6,26.87,60.53,5.93,164.75,57.38,244.75,0.9
basil,6,20.7,87.22,6.05,145.77,37.89,175.77,0.693
basil,5,26.11,52.49,6.96,147.93,38.96,177.93,0.704
melon,6,30.24,75.28,5.23,152.86,67.1,358.08,1.115
pepper,3,13.76,49.42,6.54,129.76,43.88,150.76,0.626
basil,7,20.37,82.28,7.73,121.3,30.9,146.8,0.577
pepper,11,24.73,68.43,5.9,164.51,62.25,324.51,1.063
spinach,6,21.79,62.02,6.2,182.03,61.02,252.03,0.955
lettuce,3,20.94,45.78,6.51,163.91,51.95,203.91,0.81
tomato,8,29.33,87.15,4.77,134.93,63.41,305.05,0.971
strawberry,3,29.73,68.85,7.93,66.35,29.18,90.29,0.358
cilantro,1,24.0,59.42,6.93,84.3,32.15,104.3,0.426
cucumber,5,32.7,35.88,6.52,156.85,55.66,270.7,0.932
zucchini,5,23.1,48.69,6.05,176.52,58.26,296.52,1.025
basil,1,17.59,82.14,6.15,94.01,27.0,94.01,0.415
eggplant,5,13.09,67.65,5.7,177.72,73.11,366.72,1.191
tomato,2,25.13,50.85,6.39,118.88,49.44,148.88,0.612
tomato,2,27.69,44.51,5.51,121.28,50.64,151.28,0.623
melon,6,20.92,49.44,5.32,160.21,70.11,380.21,1.177
melon,5,27.1,56.44,6.3,157.67,68.83,377.67,1.165
eggplant,8,17.93,56.65,5.6,176.98,73.49,356.98,1.172
pak_choi,4,25.19,61.32,7.24,175.32,62.66,255.32,0.951
eggplant,16,24.46,74.15,6.66,165.93,67.96,345.93,1.118
spinach,5,27.88,56.95,6.43,179.37,59.68,249.37,0.942
melon,6,22.57,27.75,5.75,154.64,68.32,352.64,1.11
cucumber,10,20.29,83.18,6.22,191.7,65.85,341.7,1.156
tomato,5,13.51,62.47,7.07,212.51,64.26,296.51,1.106
mint,8,24.44,66.38,5.89,187.54,48.77,217.54,0.875
pepper,1,25.16,28.39,5.86,105.08,34.54,123.08,0.507
